book_id,title,authors,isbn,language_code,average_rating,ratings_count,original_publication_year,books_count,work_text_reviews_count
13568,Similar popular then source provide,Chuck Wendig,978-1-887383-18-9,fra,4.24,11235,2014.0,446,988
13569,Wish similar,Emily M. Danforth,978-1-105-41452-7,deu,3.46,21460,2003.0,343,696
13570,Indeed design summer account,"J.R.R. Tolkien, Christopher Tolkien",978-1-926232-26-3,fra,3.95,10640,2008.0,63,1275
13571,Win heavy,Austin Kleon,978-0-88309-148-7,dan,3.93,9413,1984.0,401,801
13572,Country charge seem,Beverly  Lewis,978-1-67631-357-1,dan,4.06,30320,2011.0,414,1923
13573,Work family create push true,"Paul Hattaway, Brother Yun",978-0-242-74622-5,dan,4.01,96981,2014.0,470,2418
13574,View five nation detail,Lincoln Peirce,978-0-8040-5342-6,fra,4.22,15041,2011.0,42,1667
13575,Today partner performance contain,"Elizabeth Gaskell, Shirley Foster",978-1-66180-420-6,fra,4.11,15150,2013.0,289,2618
13576,Run itself in laugh,Wassily Kandinsky,978-1-76284-092-9,fra,3.86,18380,2011.0,29,713
13577,Tough majority,Jason F. Wright,978-0-7033-5358-0,dan,3.61,78157,2013.0,221,336
13578,Set music million,"Truddi Chase, Robert A. Phillips Jr.",978-0-205-19728-6,deu,4.34,15600,2008.0,95,2951
13579,Talk source leader,"Patrick Rothfuss, Nate  Taylor",978-1-4692-9089-8,deu,3.94,115393,1952.0,228,92
13580,They discussion white,"Gustave Flaubert, Robert Baldick, Geoffrey Wall",978-1-86128-595-9,fra,4.23,8984,2000.0,61,2394
13581,Scientist get their information,Alistair MacLean,978-1-4496-5597-6,dan,4.44,10408,1926.0,257,249
13582,Project by call want,"Al Perkins, Eric Gurney",978-0-595-20720-6,fra,3.94,40399,2012.0,173,1108
13583,Team edge finish,Terry Goodkind,978-1-62310-188-6,dan,4.34,19205,2012.0,392,926
13584,Rather natural likely,"Cory Doctorow, Jen Wang",978-1-65013-149-8,dan,4.45,46665,2012.0,105,1562
13585,Set where dinner take,"Katsura Hoshino, Mayumi Kobayashi",978-1-63297-611-6,deu,3.84,11877,1997.0,449,387
13586,Herself artist media our,"Arturo Pérez-Reverte, Margaret Jull Costa",978-0-544-29754-8,dan,3.56,30583,1949.0,415,2313
13587,But kid year cause ability,Ed Emberley,978-1-4648-1545-4,fra,3.9,22237,2008.0,297,960
13588,Describe which discussion decade,"Dick King-Smith, Maggie Kneen",978-0-7984-0739-7,deu,4.17,41793,1996.0,447,2679
13589,Many question within watch,"Carolyn Keene, Russell H. Tandy, Sara Paretsky",978-1-9808-8324-1,fra,4.0,13862,2014.0,455,1518
13590,Participant news might leave,Jandy Nelson,978-0-534-24723-2,deu,4.28,9134,1989.0,31,2340
13591,Worker thank,Robin McKinley,978-0-7745-5773-3,deu,3.5,28011,2009.0,60,551
13592,Begin health sister worry each,Robin S. Sharma,978-1-290-92782-6,deu,4.29,17821,2007.0,51,1764
13593,Test challenge form admit,Helen Bryan,978-0-212-83389-4,deu,3.92,19942,2005.0,407,2349
13594,Standard game,"José Mauro de Vasconcelos, قاسم صنعوی",978-0-365-40859-8,fra,3.69,35219,1956.0,201,1430
13595,Majority hour how season,Carrie Brownstein,978-1-4727-1265-3,fra,4.18,34661,2006.0,100,1573
13596,Late south reach,Susan Sontag,978-1-251-10771-7,fra,4.27,17142,2011.0,7,332
13597,Benefit boy,"Roberto Bolaño, Natasha Wimmer",978-1-262-33585-7,deu,4.27,18472,2008.0,371,2971
13598,Rise challenge talk action effect,Lisa Genova,978-1-4596-0579-4,fra,4.67,110939,1947.0,338,465
13599,Smile other why never,"Aristophanes, Sarah Ruden",978-0-7070-8832-7,fra,4.17,45721,1967.0,140,1254
13600,Particular house attorney hold certain,Elizabeth Winthrop,978-1-926896-64-9,deu,3.81,50442,1886.0,287,1605
13601,Sell room room store source,Twyla Tharp,978-0-511-42809-8,dan,4.27,81362,2015.0,187,475
13602,Work build because short,Al Franken,978-1-4330-8728-8,dan,4.12,5490,2009.0,182,2651
13603,Nice deep house,"H.G. Wells, Arthur C. Clarke",978-1-4013-1616-7,deu,3.89,44873,2013.0,146,2794
13604,Recent surface deal majority,Art Spiegelman,978-1-71253-480-9,fra,4.02,53331,1968.0,87,545
13605,His more center,Lisa Tawn Bergren,978-0-494-99266-1,dan,4.18,10342,2007.0,232,781
13606,Environmental far fly interview,"A.P.J. Abdul Kalam, Arun Tiwari",978-0-09-675826-9,dan,4.27,29416,2016.0,470,561
13607,Military rather arrive,Christopher Paolini,978-1-121-17858-8,fra,4.23,11685,2013.0,148,321
13608,Professor growth significant,Robert Hicks,978-1-157-83046-7,deu,4.25,196677,2010.0,212,784
13609,Firm less almost,"Stephen King, William Olivier Desmond",978-1-68832-394-0,dan,4.32,255651,2003.0,33,1647
13610,Yet car central create,"Bill O'Reilly, Martin Dugard",978-1-4997-2012-9,deu,3.99,71841,2005.0,344,2699
13611,Off miss civil,Ayana Mathis,978-0-18-058288-6,deu,3.89,26070,2009.0,364,1361
13612,Grow back,The Harvard Lampoon,978-1-60464-489-0,fra,3.52,13708,2010.0,300,367
13613,Even magazine listen yard contain,Ellen Schreiber,978-0-01-322705-2,fra,4.24,21703,1997.0,437,2288
13614,Glass meet physical,Dan Ariely,978-0-8183-9427-0,fra,3.79,10137,2001.0,341,812
13615,Success budget sing,"Charles Harrison, Paul Wood",978-0-684-15581-4,fra,4.51,13891,2016.0,373,847
13616,Government many blue occur,Ina May Gaskin,978-0-18-653359-2,dan,3.8,12346,2000.0,270,285
13617,Happen up difficult building,"James Patterson, Marshall Karp",978-1-74789-676-7,fra,3.86,11293,2010.0,49,1144
13618,Perhaps wind attack,Louise Jensen,978-1-157-98490-0,deu,4.07,35591,1983.0,11,833
13619,Prove those wide,"Edgar Allan Poe, Philip Pullman",978-1-05-335359-6,fra,4.07,25262,1984.0,67,2164
13620,Late spring contain,Pat Conroy,978-0-18-021227-1,deu,3.9,13467,2002.0,25,1647
13621,Process participant,Julia Child,978-1-988354-87-3,deu,4.06,18588,2011.0,471,255
13622,Small management,Blake Crouch,978-1-57681-978-4,dan,4.1,28346,1988.0,395,288
13623,Next specific,"P.C. Cast, Kristin Cast",978-0-942346-23-7,deu,4.28,24162,2008.0,65,2719
13624,Food network product example catch,"René Descartes, Donald A. Cress",978-0-17-268972-2,deu,4.02,38142,1964.0,472,586
13625,Box campaign stage,"Esther Hicks, Jerry Hicks",978-0-388-96309-8,fra,4.22,8630,1968.0,172,128
13626,Relationship class,Taylor Caldwell,978-0-690-21613-4,fra,4.09,55576,1975.0,413,2293
13627,Candidate friend seek institution,Nancy Pickard,978-1-898881-22-3,fra,4.03,13323,1985.0,184,154
13628,Collection owner score land,Thomas Wolfe,978-1-56970-078-5,fra,4.1,14997,2007.0,165,2267
13629,Individual drive stop hold,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",978-1-86398-683-0,fra,3.85,8888,2012.0,383,365
13630,Conference country themselves often,Richard Wright,978-1-913994-47-1,deu,4.07,19866,2015.0,427,1012
13631,Low focus cup,"P.C. Cast, Kristin Cast",978-1-65436-467-0,fra,4.14,32069,1939.0,370,1386
13632,Notice nation,Adam Gopnik,978-0-375-53082-1,deu,4.24,13479,1938.0,410,1106
13633,Though maybe second,"Michael Teitelbaum, Walt Disney Company",978-0-03-885373-1,fra,3.65,15230,2006.0,401,2514
13634,Seek cold kind environment spend,J.D. Robb,978-0-8274-1816-5,deu,3.73,14481,2012.0,131,2450
13635,Daughter through happy nice,Robert Ludlum,978-1-359-22956-4,dan,3.89,89033,2013.0,319,393
13636,State court,Mihaly Csikszentmihalyi,978-0-7370-4164-4,dan,4.23,14690,1992.0,184,343
13637,Head buy Congress,Melissa de la Cruz,978-0-567-76546-8,dan,3.93,151829,2010.0,12,299
13638,Father girl,"Elizabeth Ross, ROFry",978-1-78690-845-2,deu,3.78,42037,1999.0,463,2402
13639,Various bag,Bryce Courtenay,978-1-210-85805-6,deu,3.93,12426,-400.0,306,3
13640,True again seek cover impact,Gloria Steinem,978-0-9911084-0-4,fra,4.17,22047,1953.0,130,941
13641,Politics western simply citizen keep,"Mark Twain, John Seelye, Guy Cardwell",978-1-898771-81-4,deu,3.9,15871,2014.0,213,1481
13642,Sister card opportunity,"Irin Carmon, Shana Knizhnik",978-1-254-81467-4,fra,3.56,9282,2015.0,159,529
13643,Near upon measure,Ben Macintyre,978-1-109-99733-0,fra,3.81,13539,2014.0,212,4
13644,Day certainly guy very least,James Gleick,978-0-381-30235-1,dan,4.03,10209,2001.0,298,1693
13645,Son move hand baby condition,Jeannette Walls,978-1-102-06519-7,deu,4.09,12235,2015.0,271,2910
13646,Rest chance out sure,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",978-1-948327-41-1,deu,3.95,17048,2013.0,205,2640
13647,Idea appear loss,"Cassandra Clare, Sarah Rees Brennan",978-0-07-353852-5,fra,3.95,20198,2009.0,146,2738
13648,Everybody star,Cupcake Brown,978-0-8393-2551-2,deu,4.34,51454,2001.0,180,814
13649,Either each simple entire draw,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",978-1-5158-5206-3,fra,3.85,14502,1985.0,258,939
13650,Long probably day teacher,"William Shakespeare, Roma Gill, Robert          Jackson",978-0-257-66882-6,dan,4.39,55637,2016.0,26,1750
13651,Soldier response recent,Viet Thanh Nguyen,978-0-08-687037-7,deu,3.96,14248,2005.0,88,2854
13652,Mission building provide,Joshilyn Jackson,978-0-12-711044-8,dan,4.38,42869,2008.0,77,2547
13653,A and its evidence,"Virgil, Robert Fitzgerald",978-0-495-47422-7,dan,3.97,46604,2012.0,296,1258
13654,May generation,"James Patterson, Howard Roughan",978-0-919519-45-9,dan,3.2,9757,2000.0,183,2803
13655,Charge sport away,"Janet Evanovich, Charlotte Hughes",978-0-10-550194-7,dan,4.15,37671,1982.0,123,19
13656,Current special short purpose learn,Kristen Britain,978-1-65887-944-6,deu,3.77,27048,2003.0,124,2745
13657,Music dog same,Angela Flournoy,978-1-149-61964-3,fra,4.12,55262,2016.0,215,1509
13658,Sound far one garden,"Orson Scott Card, Aaron Johnston",978-1-399-43639-7,deu,4.07,142213,2012.0,495,2555
13659,Draw almost heart small shoulder,L.E. Modesitt Jr.,978-0-7753-1729-9,fra,4.04,20063,2001.0,135,1965
13660,Smile shoulder between good,Zadie Smith,978-0-00-647532-3,deu,3.71,21716,1977.0,319,1787
13661,Ago of meet range,"Janet Ahlberg, Allan Ahlberg",978-0-7629-3004-3,deu,3.96,31604,2015.0,204,2081
13662,Character after through before,Chris Pavone,978-0-239-48889-3,deu,4.29,15362,2004.0,342,2145
13663,Design ever media,Mary Karr,978-1-172-97526-6,deu,3.7,38655,1987.0,407,1580
13664,Garden better why state so,Sapphire,978-0-7140-0118-0,dan,4.13,30884,2007.0,84,1681
13665,Affect garden kind,Melody Anne,978-1-02-493292-8,fra,4.11,50630,2015.0,347,1742
13666,Relate whatever,Alan Lightman,978-0-465-19075-1,deu,4.25,43520,1940.0,314,2018
13667,Item however,"James Patterson, Keith David, Anthony Heald",978-0-545-45333-2,deu,4.19,22321,2011.0,317,2871
13668,Weight per lead,Ronald C. White Jr.,978-1-995896-40-3,deu,4.18,15216,2010.0,428,322
13669,Store tell institution significant material,Alex Kotlowitz,978-1-5374-5765-9,dan,4.08,26847,2015.0,208,1556
13670,Ever six,Maggie Shipstead,978-0-694-32139-1,dan,4.19,26232,1996.0,306,2926
13671,Hold four after purpose,Vaddey Ratner,978-1-82839-973-6,deu,4.42,10430,2011.0,167,490
13672,Wide chair husband foreign,"Clive Cussler, Michael Pritchard",978-1-957243-64-1,deu,3.89,22084,2009.0,272,1164
13673,Production five so eye,August Wilson,978-1-968535-78-0,deu,4.43,10989,2008.0,111,436
13674,Say picture animal per,Peter Carey,978-1-62777-047-7,deu,4.0,12927,2000.0,309,130
13675,Task until often break,M.L. Stedman,978-1-85616-042-1,fra,4.05,11603,2010.0,145,20
13676,Theory education fear may,"Tomoko Hayakawa, David Ury",978-1-914649-82-0,deu,3.69,231853,2011.0,460,170
13677,Mrs floor ahead scene relationship,"Alexandre Dumas fils, David Coward",978-0-444-18052-0,fra,3.86,20972,2004.0,148,2399
13678,Item affect participant we,Joan Bauer,978-0-568-97953-6,dan,4.06,13873,-17.0,180,2384
13679,Special forward near dark eat,"Alexandre Dumas fils, David Coward",978-0-674-55495-5,fra,4.1,150003,2006.0,297,1975
13680,Prevent left down decide certain,Sophie Kinsella,978-0-633-53532-2,dan,3.96,10703,2011.0,163,1323
13681,Action structure between,"John Milton, John      Leonard",978-1-110-85874-3,deu,4.13,8239,2009.0,132,2528
13682,Message improve guy,Bill Clinton,978-1-4057-8820-5,dan,4.13,863879,2009.0,245,1001
13683,Institution manager long,Olive Ann Burns,978-0-11-489034-6,fra,4.39,22664,1996.0,125,1311
13684,Moment send significant class,Maureen Johnson,978-0-9748098-8-5,dan,4.43,10761,1968.0,416,2806
13685,Their method leg race,Linda Kage,978-1-248-32239-0,fra,4.0,10761,2010.0,219,946
13686,Cup vote along,Jana Oliver,978-0-516-20193-1,dan,4.2,24568,2015.0,204,684
13687,Risk experience agent measure region,Gosho Aoyama,978-0-09-995153-7,deu,4.11,9312,2003.0,69,2797
13688,Or green lead,Georgette Heyer,978-0-00-234777-8,fra,4.28,36021,2016.0,417,2815
13689,Deep prove model stay letter,"Vince Flynn, Kyle Mills, Armand Schultz",978-0-437-92870-2,dan,4.15,19848,2007.0,270,1662
13690,Child beyond,Laurence Rees,978-1-62862-937-8,deu,4.04,11612,2006.0,404,1581
13691,Culture body behind good,James L. Swanson,978-0-614-30749-8,deu,3.97,100369,2012.0,49,154
13692,Million food senior citizen,Vikram Seth,978-0-497-67061-0,dan,3.65,24584,1947.0,162,1244
13693,Economic wall cup,Graeme Simsion,978-1-86713-799-3,deu,3.76,21975,2013.0,456,883
13694,Middle generation discover,Nicholas Evans,978-0-10-296144-7,dan,3.66,184007,2001.0,84,1670
13695,Now Mrs side hope practice,Alessandra Torre,978-0-7103-6636-8,fra,3.52,42101,1767.0,320,944
13696,Save just store where save,"Kevin D. Mitnick, William L. Simon, Steve Wozniak",978-1-60014-392-2,fra,4.16,26749,1914.0,32,1372
13697,Knowledge quality bill grow again,"Scott Westerfeld, Keith Thompson",978-1-65748-482-5,dan,4.23,9421,1974.0,383,2099
13698,Great call low,"A.L. Singer, Walt Disney Company",978-1-84014-308-9,fra,4.11,170453,2013.0,409,1510
13699,Tv society police beyond which,Paul Zindel,978-1-185-07404-8,fra,3.96,14502,2010.0,7,184
13700,Maintain peace car perhaps occur,William Least Heat-Moon,978-1-362-49736-3,deu,4.21,13073,2010.0,125,2675
13701,Reach represent plant space light,"Christopher  Ryan, Cacilda Jethá",978-0-359-81802-0,deu,4.18,11521,2013.0,348,2398
13702,Then present summer,Renee Ahdieh,978-1-344-18311-6,dan,4.13,226091,2013.0,364,358
13703,Also have some develop,Tom Stoppard,978-0-17-863111-4,fra,3.85,81707,1990.0,138,34
13704,Glass light,Rebecca Forster,978-1-61916-068-2,deu,4.29,6609,2014.0,110,1886
13705,Outside since join debate,Emma Donoghue,978-0-272-73052-2,dan,3.77,16388,2012.0,299,2743
13706,Window look attack community several,Richard Carlson,978-0-18-487176-4,fra,3.93,31606,2011.0,276,1877
13707,Result expert security president,"George Selden, Garth Williams",978-0-307-64630-9,fra,4.16,73093,2007.0,305,783
13708,Collection west listen who,Robert Graves,978-1-381-79092-6,dan,4.14,20296,2005.0,431,2818
13709,Hair reflect against sure,"Bill O'Reilly, Martin Dugard",978-1-153-55421-3,dan,3.72,20916,2012.0,379,654
13710,Bed color entire,Anne Tyler,978-1-9828-6992-2,dan,4.14,108062,2006.0,475,2766
13711,Maintain Mr machine play,Alexandre Dumas,978-0-647-95981-7,dan,4.09,9813,1887.0,49,1163
13712,Traditional it,Julia Child,978-1-391-44535-9,deu,3.79,60236,1994.0,43,2226
13713,Base form everything stop,Julie Buxbaum,978-1-911720-21-8,deu,3.95,19734,2011.0,381,2092
13714,Author whether provide,Larry Niven,978-1-299-20324-2,deu,3.92,134931,2011.0,310,2903
13715,Every star yeah,Dorothea Benton Frank,978-0-665-17428-5,deu,4.08,26783,2005.0,311,706
13716,Establish Mr camera,Ulrich Bischoff,978-1-9855-9889-8,deu,3.93,12404,2009.0,69,1485
13717,Possible fight almost leader,"Thomas More, Paul Turner",978-1-314-21912-8,fra,3.95,30759,2013.0,85,2738
13718,Meeting road level although,Chris Hadfield,978-0-7883-3684-3,fra,3.74,16582,2009.0,181,238
13719,Give eight company anyone,"أحلام مستغانمي, Ahlam Mosteghanemi",978-1-937679-57-6,fra,3.78,10615,2012.0,498,2246
13720,Little statement,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",978-1-02-792767-9,fra,4.04,57078,2002.0,117,751
13721,First long woman from,Ben H. Winters,978-0-538-72181-3,fra,3.94,74156,1948.0,232,786
13722,Receive level,Martin Heidegger,978-1-75014-621-7,deu,4.01,62978,2014.0,327,412
13723,Determine especially reflect,Harriet Beecher Stowe,978-1-159-84556-8,deu,4.15,14513,2003.0,374,2080
13724,After trouble,Mollie Katzen,978-0-698-77436-0,deu,3.83,23050,1971.0,440,2551
13725,Cut he whom president month,Jonathan Cahn,978-0-9613299-5-2,fra,3.82,9071,1963.0,334,1800
13726,Within bar force,Amelia Atwater-Rhodes,978-0-429-69825-5,fra,4.63,12488,1959.0,297,140
13727,Lawyer loss result,Patricia Briggs,978-0-637-29011-1,deu,4.29,15306,1952.0,40,1938
13728,Road factor operation major former,"Yōko Ogawa, Stephen Snyder",978-0-02-560899-3,deu,3.96,18913,2010.0,73,2128
13729,Between him line,Paul Theroux,978-1-84691-309-9,dan,4.18,9270,2011.0,347,1096
13730,Just small reach,"Julia Child, Alex Prud'Homme",978-0-17-448989-4,deu,4.18,8479,2012.0,300,2332
13731,None all expect job feeling,"Neil Gaiman, Michael Reaves",978-0-7527-2681-6,deu,3.9,12664,2006.0,126,2821
13732,Bag foot,Tony Kushner,978-1-198-47898-7,fra,4.16,7329,2011.0,490,949
13733,Majority way drop specific,Jamie Ford,978-1-203-02882-4,dan,3.93,21117,2009.0,327,1455
13734,American administration think,Caroline Kepnes,978-0-88379-086-1,deu,4.05,36751,1962.0,246,1441
13735,This professional offer low,"Alan Dean Foster, George Lucas",978-0-17-358113-1,deu,3.68,11171,1931.0,332,907
13736,Go American air another,Arthur Ransome,978-0-7497-5893-6,deu,3.89,66129,2006.0,311,2109
13737,Hard matter area book,Jacquelyn Mitchard,978-0-12-052039-8,deu,4.22,17282,2016.0,318,2395
13738,Manage address already,Sejal Badani,978-1-9778-0656-7,dan,4.37,50422,2011.0,418,1294
13739,Find follow surface certainly large,"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",978-1-5049-8822-3,dan,3.93,18322,2012.0,104,1882
13740,Along reason company,"Han Kang, Deborah     Smith",978-0-271-95839-2,fra,4.06,30157,2012.0,188,1178
13741,Line of,"Jules Verne, Michael Glencross, Brian W. Aldiss",978-1-360-45643-0,dan,3.8,16519,1985.0,175,2441
13742,Those operation,"Isabel Allende, Nick Caistor, Amanda Hopkinson",978-1-01-666684-8,fra,3.91,32846,2001.0,18,2980
13743,Physical as probably contain,Peter  May,978-0-312-07167-7,dan,4.08,20850,2009.0,179,772
13744,Finish lay story,Anaïs Nin,978-0-86215-415-8,dan,4.12,84677,1971.0,453,986
13745,Congress authority increase set,"Steve Berry, Scott Brick",978-0-7784-2929-6,fra,3.96,12598,2001.0,251,2482
13746,Recognize interview,Bob Ong,978-0-7624-6342-8,deu,3.91,12157,2014.0,412,2080
13747,Into but create follow,"Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV",978-1-83980-213-3,deu,4.2,168037,2006.0,229,1653
13748,Economic long rock religious clearly,Danny Gregory,978-1-354-58144-5,deu,4.09,19343,1972.0,413,101
13749,Head quality talk,"Richard Bach, Russell Munson",978-1-4700-8899-6,fra,4.16,17657,2004.0,97,1979
13750,Government authority go,"Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",978-1-9845-7954-6,deu,3.68,30500,2001.0,62,1478
13751,Feeling they outside,"A.A. Milne, Ernest H. Shepard",978-0-7013-2238-0,deu,4.11,22847,2006.0,441,2086
13752,Speech method,"Italo Calvino, Archibald Colquhoun",978-0-917503-96-2,deu,3.77,66170,2014.0,322,2683
13753,Place boy business someone,Jeffery Deaver,978-1-05-238914-5,deu,4.22,15286,2016.0,339,1442
13754,Early instead measure itself,Jill Leovy,978-0-461-17891-3,deu,3.71,9890,1937.0,133,1614
13755,Add agency according kind,"Haruki Murakami, Alfred Birnbaum",978-0-452-50829-3,fra,4.28,13566,2015.0,361,2052
13756,Do in,Gigi Levangie Grazer,978-0-9841424-2-2,deu,3.8,20012,2014.0,192,89
13757,Begin Mr sing political,Lisi Harrison,978-1-63750-342-3,fra,3.78,12399,2013.0,175,1533
13758,Race agree prove almost,Ira Levin,978-0-544-88555-4,deu,3.97,26939,2014.0,174,200
13759,Help significant ok,Al Franken,978-1-137-27936-1,dan,4.12,22845,1915.0,374,1300
13760,Citizen fill watch,Alice Walker,978-0-475-55650-9,dan,4.44,13451,2013.0,441,2529
13761,Source much personal message,Chelsea Handler,978-0-903933-75-9,deu,3.59,20595,2012.0,423,2251
13762,Fight vote send foreign,Robert Hughes,978-1-369-20533-6,fra,3.92,55542,2003.0,484,30
13763,Nor community north,Safiy al-Rahman al-Mubarakfuri,978-0-673-53900-7,fra,4.12,73573,1999.0,293,2151
13764,Wait care eye some,"Orhan Pamuk, Maureen Freely",978-0-85916-910-3,deu,4.0,12418,2004.0,371,2334
13765,Pay would,Carol Ryrie Brink,978-0-7949-7149-6,deu,4.11,39102,2004.0,35,1565
13766,Society hope,P.D. Eastman,978-0-430-51144-4,deu,4.16,33926,2003.0,66,2261
13767,Appear memory practice process,"Katsuhiro Otomo, Yoko Umezawa, Linda M. York, Jo Duffy",978-0-579-35885-6,deu,3.8,15669,1995.0,131,1843
13768,It notice security onto civil,Cathy Hopkins,978-0-659-75188-1,deu,3.89,9609,1967.0,152,2185
13769,Able toward model,"Leah Wilson, Jennifer Lynn Barnes, Mary Borsellino, Sarah Rees Brennan, Terri  Clark, Bree Despain, Adrienne Kress, Sarah Darer Littman, Cara Lockwood, Elizabeth M. Rees, Carrie Ryan, Ned Vizzini, Lili Wilkinson, Blythe Woolston",978-1-82526-366-5,deu,3.86,54777,2009.0,387,695
13770,Lot fish,Mark  Lawrence,978-0-358-46655-0,fra,4.08,18473,2012.0,204,878
13771,Tough I buy,John Irving,978-0-89548-882-4,fra,4.18,27437,1941.0,364,2330
13772,Production message popular despite,Linda Fairstein,978-0-278-69357-9,deu,4.11,23042,1991.0,348,2858
13773,Beautiful become,Stephen Coonts,978-1-186-50874-0,fra,4.19,19536,1938.0,299,1835
13774,Newspaper computer letter build see,"Philippa Pearce, Susan Einzig",978-0-640-11213-4,fra,3.39,17016,2005.0,474,1711
13775,Song seven cover,"Italo Calvino, Archibald Colquhoun",978-1-02-955407-1,deu,4.33,9994,2013.0,148,701
13776,Throughout work through simply,"H.G. Wells, Arthur C. Clarke",978-0-8096-1949-8,fra,4.37,131481,1995.0,169,716
13777,Tax matter the someone spend,Helene Wecker,978-1-939510-79-2,deu,4.2,10977,1975.0,59,2698
13778,Can war fact any,"Alice  Miller, Ruth Ward",978-0-9523793-9-3,fra,3.48,14350,2010.0,449,1295
13779,Eat direction,"Paulo Coelho, Montserrat Mira",978-1-370-40032-4,fra,4.25,32907,1912.0,133,1817
13780,Church probably far member,Zane,978-0-286-29843-8,fra,4.32,49083,2013.0,86,233
13781,Republican investment reach increase,Robert Leckie,978-1-78044-643-1,dan,4.21,4754,1998.0,199,2293
13782,War practice which better,Gene Luen Yang,978-0-273-97222-8,dan,3.58,43861,1881.0,425,2796
13783,Matter whatever laugh be,Lois Lowry,978-0-655-07100-6,dan,3.77,13996,2012.0,469,843
13784,Debate red final,Edith Pattou,978-1-57509-470-0,deu,3.94,101436,2008.0,226,724
13785,People indeed another to,"Greg Rucka, J.H. Williams III, Rachel Maddow",978-0-9707690-8-4,dan,4.15,37392,2001.0,397,2058
13786,More toward,Irving Stone,978-0-8280-9002-5,fra,3.88,1053403,1986.0,360,2284
13787,Sure response rise,James D. Watson,978-1-65357-869-6,deu,4.08,99831,2014.0,161,832
13788,Among throw,"Lettie B. Cowman, James Reimann",978-0-13-975317-6,dan,3.37,10558,2013.0,324,2257
13789,Husband provide,Jon Klassen,978-0-210-87223-9,fra,4.31,12679,2015.0,50,1482
13790,Build admit maintain do pretty,Brian Sibley,978-0-11-683377-8,dan,4.49,10629,2013.0,212,1406
13791,Tonight think view,Lynda Mullaly Hunt,978-1-81995-712-9,dan,4.18,9574,2006.0,230,1929
13792,But pull small,John  Stephens,978-1-62597-946-9,deu,4.25,15267,2008.0,193,811
13793,Natural last than describe many,William Blake,978-1-367-51077-7,dan,3.86,31864,1979.0,105,2903
13794,Explain color such knowledge,"Dalai Lama XIV, Howard C. Cutler",978-0-623-20830-4,dan,4.23,14494,2010.0,411,1986
13795,Agreement blue suggest keep,"Neil Gaiman, Andy Kubert, Matt Wagner, Simon Bisley, Bernie Mireault, Mark Buckingham",978-0-577-94373-3,deu,3.94,32743,1996.0,216,2098
13796,Set city herself father fact,Ina May Gaskin,978-1-9733-6673-7,deu,4.31,18761,2006.0,57,1003
13797,Real office fish suggest suffer,Bob Ong,978-1-06-871801-4,dan,4.19,26237,1998.0,254,1381
13798,Gun set option,William Shakespeare,978-1-921114-59-5,dan,3.7,132087,2012.0,34,1099
13799,Sound computer protect throw action,"Penelope Douglas, Nelson Hobbs",978-1-76909-985-6,fra,4.13,12880,2012.0,443,99
13800,Chair south director explain,Mollie Katzen,978-1-74647-854-4,fra,4.04,29168,1992.0,491,247
13801,Project face body cover,Jill Mansell,978-0-664-26340-9,fra,3.94,29168,2001.0,64,1354
13802,Series front remember class shoulder,James Lee Burke,978-0-337-16128-5,fra,3.7,9787,2013.0,479,1393
13803,Respond run majority address,Lauren Myracle,978-0-253-64067-3,dan,3.99,79746,1965.0,168,1617
13804,Minute tell,Laura Hillenbrand,978-0-582-75806-3,deu,3.69,16479,1953.0,144,1086
13805,Door structure fact,Gwen Cooper,978-0-06-375440-9,dan,4.37,16529,1951.0,333,1224
13806,North ago dinner right,"Carlo Collodi, John Boyne, Monteiro Lobato, Unknown",978-0-9806042-1-4,dan,3.8,14274,2010.0,360,2187
13807,Coach in television author participant,"The Waiter, Steve Dublanica",978-0-666-97200-2,fra,4.29,23925,2003.0,490,152
13808,Although star soldier life,"James Patterson, Maxine Paetro",978-0-317-52589-2,deu,4.16,119739,1982.0,304,965
13809,Child wife,Caroline Preston,978-0-635-47833-7,fra,3.84,67267,2005.0,438,1085
13810,Catch item,Chris Gardner,978-1-199-94653-9,fra,3.99,27652,2016.0,170,1526
13811,True address,Fiona Carnarvon,978-0-927662-05-5,fra,4.07,94590,2006.0,373,2069
13812,Soon tax home water,Ellen Hopkins,978-0-9678615-5-5,deu,3.92,102715,2011.0,228,2502
13813,Away voice everybody night total,"Atul Gawande, Susanne Kuhlmann-Krieg",978-1-5372-7030-2,dan,4.17,10752,2015.0,178,918
13814,Group peace set,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",978-1-65850-633-5,dan,4.07,32709,2005.0,18,418
13815,Identify particularly time away,Truman Capote,978-0-19-408341-6,fra,4.2,37943,2011.0,188,2964
13816,History truth meeting realize simply,"Isa Chandra Moskowitz, Terry Hope Romero",978-0-04-956599-9,deu,3.97,17917,2005.0,352,2378
